source,target,edge_type,label,doc_id,sent_id,confidence,weight
wn-0062:7:183,SPACECRAFT:Space Shuttle Columbia,PATIENT,Patient,wn-0062,7,0.75,1
wn-0064:1:44,ORG:Columbia,PATIENT,Patient,wn-0064,1,0.75,1
wn-0065:1:59,PRODUCT:Discovery,AGENT,Agent,wn-0065,1,0.75,1
wn-0066:16:442,CELESTIAL:Pluto,AGENT,Agent,wn-0066,16,0.65,1
wn-0067:0:7,ORG:NASA,AGENT,Agent,wn-0067,-1,0.75,1
wn-0068:0:12,SPACECRAFT:Orbiter Discovery,PATIENT,Patient,wn-0068,-1,0.8,1
wn-0068:0:21,SPACECRAFT:Orbiter Discovery,PATIENT,Patient,wn-0068,-1,0.8,1
wn-0071:5:125,ORG:NASA,AGENT,Agent,wn-0071,5,0.75,1
wn-0073:5:164,PRODUCT:Galileo,AGENT,Agent,wn-0073,5,0.75,1
wn-0074:2:109,ORG:Shuttle,PATIENT,Patient,wn-0074,2,0.7,1
wn-0076:1:51,SPACECRAFT:Hubble Space Telescope,PATIENT,Patient,wn-0076,1,0.75,1
wn-0077:24:421,ORG:CEV,AGENT,Agent,wn-0077,24,0.7,1
wn-0078:0:13,GPE:People's Republic of China,AGENT,Agent,wn-0078,-1,0.7,1
wn-0085:11:197,NORP:Chinese,AGENT,Agent,wn-0085,11,0.75,1
wn-0088:13:384,SPACECRAFT:Columbia shuttle,PATIENT,Patient,wn-0088,13,0.75,1
wn-0092:1:26,SPACECRAFT:Stardust,PATIENT,Patient,wn-0092,1,0.75,1
wn-0092:12:232,ORG:Genesis,AGENT,Agent,wn-0092,12,0.7,1
wn-0092:20:515,SPACECRAFT:Stardust,PATIENT,Patient,wn-0092,20,0.75,1
wn-0092:21:520,SPACECRAFT:Stardust,PATIENT,Patient,wn-0092,21,0.8,1
wn-0093:22:700,PERSON:Juric,AGENT,Agent,wn-0093,22,0.7,1
wn-0094:6:205,CELESTIAL:Pluto,PATIENT,Patient,wn-0094,6,0.8,1
wn-0095:11:295,PERSON:Smith,AGENT,Agent,wn-0095,11,0.65,1
wn-0095:15:405,ORG:Smith,AGENT,Agent,wn-0095,15,0.7,1
wn-0097:0:7,ORG:JAXA,AGENT,Agent,wn-0097,-1,0.7,1
wn-0100:6:138,SPACECRAFT:Mars Reconnaissance Orbiter,PATIENT,Patient,wn-0100,6,0.8,1
wn-0102:1:22,ORG:Google,AGENT,Agent,wn-0102,1,0.9,1
wn-0102:1:22,CELESTIAL:Mars,PATIENT,Patient,wn-0102,1,0.9,1
wn-0104:11:276,ORG:LRO,PATIENT,Patient,wn-0104,11,0.8,1
wn-0104:15:398,ORG:LRO,AGENT,Agent,wn-0104,15,0.7,1
wn-0105:3:72,ORG:NASA,AGENT,Agent,wn-0105,3,0.9,1
wn-0105:3:72,SPACECRAFT:Voyager 1,PATIENT,Patient,wn-0105,3,0.9,1
wn-0106:0:8,SPACECRAFT:Space Shuttle Discovery,PATIENT,Patient,wn-0106,-1,0.8,1
wn-0106:7:206,SPACECRAFT:shuttle Columbia,PATIENT,Patient,wn-0106,7,0.8,1
wn-0110:31:584,PERSON:Eberhard Gruen,AGENT,Agent,wn-0110,31,0.65,1
wn-0113:0:9,CELESTIAL:Earth,PATIENT,Patient,wn-0113,-1,0.75,1
wn-0114:3:117,CELESTIAL:Charon,PATIENT,Patient,wn-0114,3,0.75,1
wn-0115:13:250,SPACECRAFT:Hubble Space Telescope,PATIENT,Patient,wn-0115,13,0.8,1
wn-0116:0:24,SPACECRAFT:shuttle Columbia,PATIENT,Patient,wn-0116,-1,0.75,1
wn-0118:11:272,ORG:Columbia,PATIENT,Patient,wn-0118,11,0.75,1
wn-0119:0:6,SPACECRAFT:Space Shuttle Discovery,PATIENT,Patient,wn-0119,-1,0.75,1
wn-0119:1:27,SPACECRAFT:Space Shuttle Columbia,PATIENT,Patient,wn-0119,1,0.75,1
wn-0120:0:3,SPACECRAFT:shuttle Discovery,PATIENT,Patient,wn-0120,-1,0.8,1
wn-0120:12:302,ORG:Columbia,PATIENT,Patient,wn-0120,12,0.7,1
wn-0121:2:61,SPACECRAFT:Space Shuttle Columbia,PATIENT,Patient,wn-0121,2,0.75,1
wn-0124:4:126,CELESTIAL:Moon,PATIENT,Patient,wn-0124,4,0.7,1
wn-0128:1:37,ORG:NASA,AGENT,Agent,wn-0128,1,0.7,1
wn-0131:4:67,CELESTIAL:Pluto,AGENT,Agent,wn-0131,4,0.7,1
wn-0131:21:437,ORG:American Clyde Tombaugh,AGENT,Agent,wn-0131,21,0.7,1
wn-0132:4:112,ORG:NASA,AGENT,Agent,wn-0132,4,0.75,1
wn-0133:3:69,SPACECRAFT:Swift,AGENT,Agent,wn-0133,3,0.75,1
wn-0133:12:290,SPACECRAFT:Swift,PATIENT,Patient,wn-0133,12,0.8,1
wn-0134:0:4,SPACECRAFT:shuttle Atlantis,PATIENT,Patient,wn-0134,-1,0.8,1
wn-0134:9:157,ORG:NASA,AGENT,Agent,wn-0134,9,0.7,1
wn-0137:1:4,ORG:NASA,AGENT,Agent,wn-0137,1,0.7,1
wn-0137:1:6,SPACECRAFT:shuttle Atlantis,PATIENT,Patient,wn-0137,1,0.7,1
wn-0137:11:220,PRODUCT:Atlantis,PATIENT,Patient,wn-0137,11,0.8,1
wn-0137:13:242,PRODUCT:Atlantis,PATIENT,Patient,wn-0137,13,0.8,1
wn-0138:0:1,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0138,-1,0.75,1
wn-0138:0:13,GPE:STS-115,PATIENT,Patient,wn-0138,-1,0.8,1
wn-0138:4:100,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0138,4,0.75,1
wn-0138:7:197,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0138,7,0.8,1
wn-0139:0:4,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0139,-1,0.8,1
wn-0139:3:77,SPACECRAFT:Space Shuttle Columbia,PATIENT,Patient,wn-0139,3,0.75,1
wn-0139:4:112,ORG:Columbia,PATIENT,Patient,wn-0139,4,0.75,1
wn-0140:3:74,LOC:Arctic,AGENT,Agent,wn-0140,3,0.7,1
wn-0143:0:6,SPACECRAFT:Cassini-Huygens,AGENT,Agent,wn-0143,-1,0.7,1
wn-0143:10:252,GPE:VIMS,AGENT,Agent,wn-0143,10,0.75,1
wn-0144:2:10,GPE:United States,AGENT,Agent,wn-0144,2,0.75,1
wn-0145:1:15,ORG:NASA,AGENT,Agent,wn-0145,1,0.7,1
wn-0146:9:211,ORG:Arno Penzias,AGENT,Agent,wn-0146,9,0.85,1
wn-0146:9:211,ORG:Cosmic Microwave Background,PATIENT,Patient,wn-0146,9,0.85,1
wn-0147:18:481,SPACECRAFT:James Webb Space Telescope,PATIENT,Patient,wn-0147,18,0.8,1
wn-0149:11:307,GPE:Kesden,AGENT,Agent,wn-0149,11,0.65,1
wn-0150:7:191,GPE:United States,PATIENT,Patient,wn-0150,7,0.7,1
wn-0150:17:407,GPE:United States,AGENT,Agent,wn-0150,17,0.65,1
wn-0153:9:214,PERSON:Cook,AGENT,Agent,wn-0153,9,0.9,1
wn-0153:9:214,LOC:east coast,PATIENT,Patient,wn-0153,9,0.9,1
wn-0159:0:2,ORG:NASA,AGENT,Agent,wn-0159,-1,0.7,1
wn-0159:0:4,SPACECRAFT:Space Shuttle Discovery,PATIENT,Patient,wn-0159,-1,0.7,1
wn-0159:1:62,GPE:Shuttle,PATIENT,Patient,wn-0159,1,0.75,1
wn-0161:0:6,SPACECRAFT:Space Shuttle Discovery,AGENT,Agent,wn-0161,-1,0.9,1
wn-0161:0:6,SPACECRAFT:ISS,PATIENT,Patient,wn-0161,-1,0.9,1
wn-0164:14:352,CELESTIAL:Titan,PATIENT,Patient,wn-0164,14,0.7,1
wn-0168:12:246,ORG:US Air Force,AGENT,Agent,wn-0168,12,0.75,1
wn-0173:14:329,ORG:ACS,PATIENT,Patient,wn-0173,14,0.7,1
wn-0178:0:6,SPACECRAFT:Mars Reconnaissance Orbiter,AGENT,Agent,wn-0178,-1,0.7,1
wn-0179:4:190,PERSON:Mark Swain,AGENT,Agent,wn-0179,4,0.7,1
wn-0188:0:8,GPE:California,AGENT,Agent,wn-0188,-1,0.65,1
wn-0192:0:25,SPACECRAFT:Mars Global Surveyor,PATIENT,Patient,wn-0192,-1,0.75,1
wn-0195:0:14,GPE:India,AGENT,Agent,wn-0195,-1,0.8,1
wn-0195:0:14,ORG:Polar Satellite Launch Vehicle,PATIENT,Patient,wn-0195,-1,0.8,1
wn-0196:1:30,NORP:Gliese,PATIENT,Patient,wn-0196,1,0.75,1
wn-0198:7:187,ORG:Eta Carinae,AGENT,Agent,wn-0198,7,0.65,1
wn-0203:13:330,PRODUCT:436b,PATIENT,Patient,wn-0203,13,0.8,1
wn-0204:0:7,SPACECRAFT:Spirit Rover,AGENT,Agent,wn-0204,-1,0.7,1
wn-0204:11:238,ORG:Spirit,AGENT,Agent,wn-0204,11,0.75,1
wn-0204:16:370,ORG:Spirit,AGENT,Agent,wn-0204,16,0.65,1
wn-0205:0:30,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0205,-1,0.8,1
wn-0205:3:108,ORG:NASA,AGENT,Agent,wn-0205,3,0.85,1
wn-0205:3:108,PRODUCT:Atlantis,PATIENT,Patient,wn-0205,3,0.85,1
wn-0205:3:155,PRODUCT:Atlantis,PATIENT,Patient,wn-0205,3,0.7,1
wn-0206:1:13,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0206,1,0.8,1
wn-0206:2:38,PRODUCT:Atlantis,PATIENT,Patient,wn-0206,2,0.8,1
wn-0206:3:74,SPACECRAFT:Space Shuttle Columbia,PATIENT,Patient,wn-0206,3,0.75,1
wn-0206:4:94,PRODUCT:Atlantis,AGENT,Agent,wn-0206,4,0.75,1
wn-0206:11:287,ORG:Columbia,PATIENT,Patient,wn-0206,11,0.7,1
wn-0206:14:336,PRODUCT:Atlantis,PATIENT,Patient,wn-0206,14,0.7,1
wn-0207:8:238,PRODUCT:Atlantis,AGENT,Agent,wn-0207,8,0.9,1
wn-0207:8:238,SPACECRAFT:ISS,PATIENT,Patient,wn-0207,8,0.9,1
wn-0208:2:5,SPACECRAFT:ISS,PATIENT,Patient,wn-0208,2,0.8,1
wn-0209:5:128,SPACECRAFT:Space Shuttle Columbia,PATIENT,Patient,wn-0209,5,0.8,1
wn-0216:0:2,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0216,-1,0.75,1
wn-0216:5:101,PRODUCT:Atlantis,PATIENT,Patient,wn-0216,5,0.8,1
wn-0217:14:490,PRODUCT:Atlantis,AGENT,Agent,wn-0217,14,0.85,1
wn-0217:14:490,SPACECRAFT:ISS,PATIENT,Patient,wn-0217,14,0.85,1
wn-0219:2:53,SPACECRAFT:Phoenix,PATIENT,Patient,wn-0219,2,0.75,1
wn-0219:7:191,SPACECRAFT:Phoenix,AGENT,Agent,wn-0219,7,0.7,1
wn-0221:0:11,SPACECRAFT:Spitzer Space Telescope,AGENT,Agent,wn-0221,-1,0.75,1
wn-0231:7:158,SPACECRAFT:Cassini,AGENT,Agent,wn-0231,7,0.9,1
wn-0231:7:158,CELESTIAL:Iapetus,PATIENT,Patient,wn-0231,7,0.9,1
wn-0233:7:225,ORG:JAXA,AGENT,Agent,wn-0233,7,0.75,1
wn-0234:0:10,SPACECRAFT:Dawn probe,PATIENT,Patient,wn-0234,-1,0.75,1
wn-0234:2:72,ORG:NASA,AGENT,Agent,wn-0234,2,0.75,1
wn-0234:5:136,SPACECRAFT:Delta II,PATIENT,Patient,wn-0234,5,0.7,1
wn-0235:15:408,PERSON:Caroline Smith,AGENT,Agent,wn-0235,15,0.7,1
wn-0236:1:47,PERSON:Jose Ishitsuka,AGENT,Agent,wn-0236,1,0.7,1
wn-0237:10:348,ORG:NASA,AGENT,Agent,wn-0237,10,0.7,1
wn-0239:7:232,PERSON:Sputnik,PATIENT,Patient,wn-0239,7,0.7,1
wn-0240:0:7,GPE:People's Republic of China,AGENT,Agent,wn-0240,-1,0.75,1
wn-0240:10:231,GPE:Japan,AGENT,Agent,wn-0240,10,0.75,1
wn-0242:11:321,PERSON:Edwin Holmes,AGENT,Agent,wn-0242,11,0.75,1
wn-0243:1:32,SPACECRAFT:Space Shuttle Columbia,PATIENT,Patient,wn-0243,1,0.7,1
wn-0243:8:178,PRODUCT:Discovery,PATIENT,Patient,wn-0243,8,0.8,1
wn-0244:12:351,ORG:Harmony,PATIENT,Patient,wn-0244,12,0.8,1
wn-0245:18:350,ORG:NASA,AGENT,Agent,wn-0245,18,0.85,1
wn-0245:18:350,ORG:Landsat Data Continuity Mission,PATIENT,Patient,wn-0245,18,0.85,1
wn-0248:0:6,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0248,-1,0.75,1
wn-0249:9:270,PRODUCT:Voyager,PATIENT,Patient,wn-0249,9,0.7,1
wn-0251:8:239,CELESTIAL:Mars,PATIENT,Patient,wn-0251,8,0.75,1
wn-0252:0:5,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0252,-1,0.75,1
wn-0255:12:295,ORG:Mariner,PATIENT,Patient,wn-0255,12,0.7,1
wn-0255:16:373,SPACECRAFT:MESSENGER,PATIENT,Patient,wn-0255,16,0.8,1
wn-0255:17:393,CELESTIAL:Earth,PATIENT,Patient,wn-0255,17,0.75,1
wn-0255:19:443,CELESTIAL:Mercury,PATIENT,Patient,wn-0255,19,0.75,1
wn-0256:2:31,GPE:Israel,AGENT,Agent,wn-0256,2,0.75,1
wn-0256:3:54,SPACECRAFT:PSLV,PATIENT,Patient,wn-0256,3,0.8,1
wn-0257:2:79,ORG:Catalina Sky Survey,AGENT,Agent,wn-0257,2,0.75,1
wn-0258:14:311,ORG:NRO,AGENT,Agent,wn-0258,14,0.7,1
wn-0260:0:16,SPACECRAFT:Space Shuttle Columbia,PATIENT,Patient,wn-0260,-1,0.7,1
wn-0260:30:577,ORG:Challenger,PATIENT,Patient,wn-0260,30,0.75,1
wn-0262:0:15,ORG:Roscosmos,AGENT,Agent,wn-0262,-1,0.65,1
wn-0262:2:75,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0262,2,0.75,1
wn-0262:5:162,SPACECRAFT:Space Shuttle,PATIENT,Patient,wn-0262,5,0.75,1
wn-0262:5:176,SPACECRAFT:Progress,PATIENT,Patient,wn-0262,5,0.75,1
wn-0264:0:4,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0264,-1,0.75,1
wn-0264:3:89,PERSON:Destiny,PATIENT,Patient,wn-0264,3,0.8,1
wn-0264:4:95,SPACECRAFT:ISS,PATIENT,Patient,wn-0264,4,0.8,1
wn-0264:5:119,ORG:ISS,PATIENT,Patient,wn-0264,5,0.8,1
wn-0265:0:9,SPACECRAFT:Space Shuttle Atlantis,AGENT,Agent,wn-0265,-1,0.65,1
wn-0265:1:31,PRODUCT:Atlantis,PATIENT,Patient,wn-0265,1,0.8,1
wn-0265:3:71,GPE:Shuttle,AGENT,Agent,wn-0265,3,0.75,1
wn-0271:18:482,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0271,18,0.75,1
wn-0272:0:4,SPACECRAFT:Space Shuttle Atlantis,AGENT,Agent,wn-0272,-1,0.65,1
wn-0272:3:64,PRODUCT:Atlantis,PATIENT,Patient,wn-0272,3,0.8,1
wn-0273:0:4,SPACECRAFT:Space Shuttle Atlantis,PATIENT,Patient,wn-0273,-1,0.75,1
wn-0273:1:40,PRODUCT:Atlantis,PATIENT,Patient,wn-0273,1,0.8,1
wn-0273:7:181,PERSON:Léopold Eyharts,PATIENT,Patient,wn-0273,7,0.75,1
wn-0273:9:233,PRODUCT:Atlantis,PATIENT,Patient,wn-0273,9,0.8,1
wn-0273:10:239,PRODUCT:Atlantis,PATIENT,Patient,wn-0273,10,0.75,1
wn-0273:11:280,PRODUCT:Atlantis,PATIENT,Patient,wn-0273,11,0.75,1
wn-0274:0:6,ORG:United States Navy,AGENT,Agent,wn-0274,-1,0.7,1
wn-0274:5:127,GPE:China,AGENT,Agent,wn-0274,5,0.75,1
wn-0277:0:5,PERSON:Automated Transfer Vehicle,PATIENT,Patient,wn-0277,-1,0.75,1
wn-0277:12:282,NORP:European,PATIENT,Patient,wn-0277,12,0.75,1
wn-0277:17:396,PERSON:Jules Verne,PATIENT,Patient,wn-0277,17,0.75,1
wn-0277:22:563,ORG:ATV,AGENT,Agent,wn-0277,22,0.65,1
wn-0278:0:4,SPACECRAFT:Space Shuttle Endeavour,PATIENT,Patient,wn-0278,-1,0.8,1
wn-0278:18:487,ORG:Columbia,PATIENT,Patient,wn-0278,18,0.7,1
wn-0278:20:505,PERSON:Flash Evaporator System,AGENT,Agent,wn-0278,20,0.65,1
wn-0278:26:645,SPACECRAFT:Space Shuttle,PATIENT,Patient,wn-0278,26,0.75,1
wn-0279:4:128,SPACECRAFT:Atlas V,PATIENT,Patient,wn-0279,4,0.75,1
wn-0279:4:139,SPACECRAFT:Atlas V,PATIENT,Patient,wn-0279,4,0.75,1
wn-0279:15:377,WORK_OF_ART:Atlas,PATIENT,Patient,wn-0279,15,0.75,1
wn-0280:6:141,NORP:334th,PATIENT,Patient,wn-0280,6,0.7,1
wn-0280:6:151,SPACECRAFT:Proton,PATIENT,Patient,wn-0280,6,0.7,1
wn-0280:6:157,NORP:Russian,PATIENT,Patient,wn-0280,6,0.7,1
wn-0280:6:163,SPACECRAFT:Proton,PATIENT,Patient,wn-0280,6,0.7,1
wn-0280:7:175,SPACECRAFT:Proton,PATIENT,Patient,wn-0280,7,0.75,1
wn-0281:12:344,SPACECRAFT:Cassini,PATIENT,Patient,wn-0281,12,0.8,1
wn-0282:6:158,SPACECRAFT:Delta II,PATIENT,Patient,wn-0282,6,0.75,1
wn-0284:0:9,SPACECRAFT:Hubble Space Telescope,AGENT,Agent,wn-0284,-1,0.7,1
wn-0284:13:406,SPACECRAFT:Spitzer Space Telescope,AGENT,Agent,wn-0284,13,0.75,1
wn-0285:4:138,SPACECRAFT:Zenit,PATIENT,Patient,wn-0285,4,0.75,1
wn-0285:16:440,PERSON:Land Launch,AGENT,Agent,wn-0285,16,0.7,1
wn-0285:18:457,LOC:Sea,PATIENT,Patient,wn-0285,18,0.75,1
wn-0286:8:252,CELESTIAL:Titan,PATIENT,Patient,wn-0286,8,0.7,1
wn-0287:8:174,ORG:SAR-Lupe 4 marks,PATIENT,Patient,wn-0287,8,0.75,1
wn-0288:0:4,SPACECRAFT:Space Shuttle Endeavour,PATIENT,Patient,wn-0288,-1,0.75,1
wn-0289:0:6,SPACECRAFT:Cassini,AGENT,Agent,wn-0289,-1,0.7,1
wn-0289:1:36,SPACECRAFT:Cassini,AGENT,Agent,wn-0289,1,0.75,1
wn-0289:14:403,CELESTIAL:Enceladus,PATIENT,Patient,wn-0289,14,0.75,1
wn-0290:0:16,ORG:United States Air Force,AGENT,Agent,wn-0290,-1,0.75,1
wn-0290:3:105,PRODUCT:Minuteman,PATIENT,Patient,wn-0290,3,0.7,1
wn-0293:8:205,WORK_OF_ART:Atlas,PATIENT,Patient,wn-0293,8,0.75,1
wn-0293:18:489,WORK_OF_ART:Atlas,PATIENT,Patient,wn-0293,18,0.75,1
wn-0294:6:157,SPACECRAFT:Pegasus,PATIENT,Patient,wn-0294,6,0.8,1
wn-0294:7:168,ORG:C/NOFS,PATIENT,Patient,wn-0294,7,0.75,1
wn-0294:7:186,SPACECRAFT:Pegasus,PATIENT,Patient,wn-0294,7,0.75,1
wn-0295:15:328,ORG:182nd,PATIENT,Patient,wn-0295,15,0.7,1
wn-0295:15:338,SPACECRAFT:Ariane 5,PATIENT,Patient,wn-0295,15,0.7,1
wn-0298:1:54,GPE:STS-124,PATIENT,Patient,wn-0298,1,0.75,1
wn-0299:7:218,SPACECRAFT:Titan IV,PATIENT,Patient,wn-0299,7,0.8,1
wn-0299:8:252,CELESTIAL:Titan,PATIENT,Patient,wn-0299,8,0.75,1
wn-0300:4:121,ORG:GIOVE-A,PATIENT,Patient,wn-0300,4,0.8,1
wn-0300:6:150,PRODUCT:Galileo,PATIENT,Patient,wn-0300,6,0.75,1
wn-0300:7:172,SPACECRAFT:Soyuz,PATIENT,Patient,wn-0300,7,0.75,1
wn-0301:0:12,ORG:Indian Polar Satellite Launch Vehicle,AGENT,Agent,wn-0301,-1,0.7,1
wn-0301:10:280,SPACECRAFT:PSLV,PATIENT,Patient,wn-0301,10,0.7,1
wn-0301:11:285,SPACECRAFT:PSLV,PATIENT,Patient,wn-0301,11,0.75,1
wn-0302:6:146,SPACECRAFT:Zenit,PATIENT,Patient,wn-0302,6,0.8,1
wn-0302:9:194,SPACECRAFT:Zenit,PATIENT,Patient,wn-0302,9,0.75,1
wn-0303:5:151,SPACECRAFT:Space Shuttle Endeavour,PATIENT,Patient,wn-0303,5,0.8,1
wn-0303:9:254,SPACECRAFT:Progress,PATIENT,Patient,wn-0303,9,0.75,1
wn-0303:10:262,SPACECRAFT:Progress,PATIENT,Patient,wn-0303,10,0.75,1
wn-0304:9:197,SPACECRAFT:Zenit,PATIENT,Patient,wn-0304,9,0.75,1
wn-0307:0:5,ORG:Russian Space Forces,AGENT,Agent,wn-0307,-1,0.7,1
wn-0307:13:299,SPACECRAFT:Proton,PATIENT,Patient,wn-0307,13,0.75,1
wn-0307:14:327,SPACECRAFT:Rokot,PATIENT,Patient,wn-0307,14,0.75,1
wn-0307:15:335,SPACECRAFT:Rokot,PATIENT,Patient,wn-0307,15,0.75,1
wn-0308:2:68,SPACECRAFT:Phoenix,PATIENT,Patient,wn-0308,2,0.8,1
wn-0308:29:645,ORG:MPL,PATIENT,Patient,wn-0308,29,0.8,1
wn-0308:29:651,ORG:MPL,PATIENT,Patient,wn-0308,29,0.8,1
wn-0308:34:789,SPACECRAFT:Phoenix,PATIENT,Patient,wn-0308,34,0.75,1
wn-0309:0:6,ORG:ChinaThe Chinese National Space Administration,AGENT,Agent,wn-0309,-1,0.7,1
wn-0309:8:164,NORP:106th,PATIENT,Patient,wn-0309,8,0.75,1
wn-0309:9:191,NORP:Chinese,PATIENT,Patient,wn-0309,9,0.7,1
wn-0311:0:5,SPACECRAFT:Space Shuttle Discovery,PATIENT,Patient,wn-0311,-1,0.75,1
wn-0311:6:142,SPACECRAFT:Space Shuttle,PATIENT,Patient,wn-0311,6,0.8,1
wn-0311:7:160,ORG:RMS,PATIENT,Patient,wn-0311,7,0.75,1
wn-0311:31:627,NORP:Shuttle,PATIENT,Patient,wn-0311,31,0.7,1
wn-0311:34:711,ORG:Columbia,PATIENT,Patient,wn-0311,34,0.75,1
wn-0311:86:1847,ORG:Japanese Experiment Module,PATIENT,Patient,wn-0311,86,0.7,1
wn-0311:88:1933,GPE:STS-124,PATIENT,Patient,wn-0311,88,0.75,1
wn-0311:97:2258,NORP:Fantastic,PATIENT,Patient,wn-0311,97,0.7,1
wn-0311:100:2342,SPACECRAFT:Shuttle Discovery,PATIENT,Patient,wn-0311,100,0.75,1
wn-0312:3:60,SPACECRAFT:Phoenix,PATIENT,Patient,wn-0312,3,0.75,1
wn-0313:7:178,SPACECRAFT:Phoenix,PATIENT,Patient,wn-0313,7,0.75,1
wn-0315:8:190,GPE:China,AGENT,Agent,wn-0315,8,0.75,1
wn-0315:9:241,LAW:Echostar-CBM,PATIENT,Patient,wn-0315,9,0.75,1
wn-0315:12:291,NORP:Chinese,PATIENT,Patient,wn-0315,12,0.75,1
wn-0316:6:146,SPACECRAFT:Delta II,PATIENT,Patient,wn-0316,6,0.8,1
wn-0316:14:287,SPACECRAFT:Delta II,PATIENT,Patient,wn-0316,14,0.75,1
wn-0316:15:320,SPACECRAFT:Delta II,PATIENT,Patient,wn-0316,15,0.7,1
wn-0316:15:331,SPACECRAFT:Delta II,PATIENT,Patient,wn-0316,15,0.7,1
wn-0317:6:138,ORG:NASA,AGENT,Agent,wn-0317,6,0.7,1
wn-0317:13:312,ORG:NASA,AGENT,Agent,wn-0317,13,0.7,1
wn-0317:17:436,SPACECRAFT:Phoenix,AGENT,Agent,wn-0317,17,0.65,1
wn-0318:15:359,SPACECRAFT:Ariane 5,PATIENT,Patient,wn-0318,15,0.75,1
wn-0318:18:451,ORG:Arianespace,AGENT,Agent,wn-0318,18,0.6,1
wn-0320:8:172,SPACECRAFT:Delta II,PATIENT,Patient,wn-0320,8,0.8,1
wn-0325:6:144,SPACECRAFT:Proton,PATIENT,Patient,wn-0325,6,0.75,1
wn-0325:11:288,SPACECRAFT:Proton,PATIENT,Patient,wn-0325,11,0.75,1
wn-0327:11:264,SPACECRAFT:Proton,PATIENT,Patient,wn-0327,11,0.75,1
wn-0327:22:562,PERSON:Ariane,PATIENT,Patient,wn-0327,22,0.75,1
wn-0327:24:618,SPACECRAFT:Ariane 5,PATIENT,Patient,wn-0327,24,0.75,1
wn-0328:18:403,SPACECRAFT:Zenit,PATIENT,Patient,wn-0328,18,0.75,1
wn-0328:19:411,SPACECRAFT:Zenit,PATIENT,Patient,wn-0328,19,0.7,1
wn-0329:16:444,PERSON:Aleksander Wolszczan,AGENT,Agent,wn-0329,16,0.9,1
wn-0329:16:444,ORG:pulsar PSR B1257,PATIENT,Patient,wn-0329,16,0.9,1
wn-0329:30:867,ORG:SETI@home,AGENT,Agent,wn-0329,30,0.75,1
wn-0329:43:1306,ORG:Committee,AGENT,Agent,wn-0329,43,0.7,1
wn-0329:67:2088,ORG:Cornell,AGENT,Agent,wn-0329,67,0.75,1
wn-0330:9:210,NORP:Kosmos,PATIENT,Patient,wn-0330,9,0.75,1
wn-0332:10:314,PRODUCT:Taurus,PATIENT,Patient,wn-0332,10,0.75,1
wn-0332:17:506,ORG:Falcon,PATIENT,Patient,wn-0332,17,0.7,1
wn-0332:30:882,SPACECRAFT:Falcon 1,PATIENT,Patient,wn-0332,30,0.75,1
wn-0333:15:423,ORG:MECA,AGENT,Agent,wn-0333,15,0.7,1
wn-0334:20:460,SPACECRAFT:Ariane 5,PATIENT,Patient,wn-0334,20,0.75,1
wn-0334:21:470,SPACECRAFT:Ariane 5,PATIENT,Patient,wn-0334,21,0.8,1
wn-0338:26:718,SPACECRAFT:Falcon 1,PATIENT,Patient,wn-0338,26,0.75,1
wn-0339:0:21,ORG:Interstellar Boundary Explorer,PATIENT,Patient,wn-0339,-1,0.8,1
wn-0341:1:6,SPACECRAFT:Mars Reconnaissance Orbiter,AGENT,Agent,wn-0341,1,0.7,1
wn-0341:4:83,SPACECRAFT:Spirit rover,AGENT,Agent,wn-0341,4,0.7,1
wn-0343:10:231,SPACECRAFT:Mars Science Laboratory,PATIENT,Patient,wn-0343,10,0.7,1
wn-0344:0:18,GPE:India,AGENT,Agent,wn-0344,-1,0.75,1
wn-0344:14:372,SPACECRAFT:Chandrayaan-2,PATIENT,Patient,wn-0344,14,0.8,1
wn-0346:3:68,ORG:NASA,AGENT,Agent,wn-0346,3,0.7,1
wn-0346:5:110,ORG:NASA,AGENT,Agent,wn-0346,5,0.75,1
wn-0347:1:9,ORG:NASA,AGENT,Agent,wn-0347,1,0.7,1
wn-0348:1:34,SPACECRAFT:Mars Science Laboratory,PATIENT,Patient,wn-0348,1,0.8,1
wn-0348:2:73,ORG:ESA,AGENT,Agent,wn-0348,2,0.75,1
wn-0348:3:84,ORG:MSL,PATIENT,Patient,wn-0348,3,0.75,1
wn-0349:0:12,SPACECRAFT:Space Shuttle Columbia,PATIENT,Patient,wn-0349,-1,0.7,1
wn-0349:10:268,SPACECRAFT:Space Shuttle Challenger,PATIENT,Patient,wn-0349,10,0.7,1
